Condition_1,Condition_2,Metric_1,Metric_2,R1,R2,Z_Score,p_value,p.adj,p.adj.signif
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",Spine_Bridge_Dist,K105_E107_Dist,0.6176827898972324,0.016130990428012183,5.665351889025499,1.4672311365870883e-8,1.8757510461542282e-6,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",SB_Dist,Shell_M118_M120_Dist,0.13533890059550036,-0.5145403553776079,5.664891346872777,1.4711772911013554e-8,1.8757510461542282e-6,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",Y156_N99_Dist,K105_E107_Dist,0.030153165605990052,-0.5863793257390154,5.642655138806141,1.6744753583708416e-8,2.04955783864591e-6,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Spine_Bridge_Dist,V104_RS2_Dist,0.2044358986231107,-0.4724110704967773,5.618796889622677,1.922917447494399e-8,2.263125918974177e-6,****
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",I150_HRD_Dist,D220_HRD_Dist,0.0360011093110271,-0.6466816004882181,5.610289015292628,2.0198899441936646e-8,2.2892086034194863e-6,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",DFG_ATP_Dist,Spine_Bridge_Dist,0.566084088175622,-0.054526904336665336,5.594688570780196,2.2101813490493782e-8,2.3321223889969302e-6,****
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Cleft_Gape_Dist,I150_HRD_Dist,0.024398621975988154,-0.6002408193006963,5.598520704045139,2.1618858703220667e-8,2.3321223889969302e-6,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",I150_HRD_Dist,Y156_N99_Dist,0.47488492173622143,0.8371720322448538,-5.5863558577297665,2.318838410175772e-8,2.3652151783792874e-6,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Y156_N99_Dist,D220_HRD_Dist,-0.0072005130746358136,-0.5350523077500725,5.546220044254578,2.9191141948103905e-8,2.8814482051999336e-6,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",I150_HRD_Dist,D220_HRD_Dist,-0.6801125951848492,-0.14479458315226185,-5.491698060886549,3.9808755181169886e-8,3.8067122141993703e-6,****
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Mg_Hijack_Dist,DFG_Mg_Dist,-0.2727813214301605,0.39420936309175714,-5.432524368989412,5.556236293280392e-8,5.152146381041819e-6,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",SB_Dist,Y156_N99_Dist,-0.03523952546700208,0.6296334223623864,-5.4046511519075695,6.493464566048601e-8,5.844118109443741e-6,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]",Spine_Bridge_Dist,V104_RS2_Dist,0.36941700882162126,-0.3685893957521667,5.3940298393140695,6.889476944493822e-8,6.023371271471742e-6,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]",Y156_N99_Dist,D220_HRD_Dist,-0.6321529186808795,0.02230939304058777,-5.3436752951931865,9.108066301166673e-8,7.741856355991672e-6,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Cleft_Gape_Dist,DFG_ATP_Dist,-0.03762473399562105,0.4846281863776916,-5.326825828735357,9.994391536594094e-8,8.265631919453494e-6,****
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",I150_HRD_Dist,D220_HRD_Dist,0.0360011093110271,-0.5672314717439207,5.298455759166463,1.1678616496091365e-7,9.4043595994841e-6,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",I150_HRD_Dist,K105_E107_Dist,0.031154651017933195,-0.6214565878568521,5.28261586694975,1.2735223919868588e-7,9.99225261405074e-6,****
"csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]",Spine_Bridge_Dist,V104_RS2_Dist,0.6049795759881119,-0.3685893957521667,5.272207347852778,1.3479266725013872e-7,1.0311639044635612e-5,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",D2_Dist,K105_E107_Dist,-0.2838287391776958,0.4292371149743992,-5.22873436733382,1.706743775198305e-7,1.2738136468553205e-5,****
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",Y156_N99_Dist,D220_HRD_Dist,0.02230939304058777,-0.618614754017552,5.1888196287523005,2.1163126029399848e-7,1.5418848964277032e-5,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]",Spine_Bridge_Dist,K105_E107_Dist,0.6176827898972324,-0.022788475046608782,5.1816536763908125,2.1992728105324488e-7,1.562318273842032e-5,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",DFG_ATP_Dist,I150_HRD_Dist,0.3557818543428281,-0.1768657857289249,5.1776925234701094,2.24647072055717e-7,1.562318273842032e-5,****
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Mg_Hijack_Dist,PLoop_ATP_Dist,0.6377906892938169,0.09434363407283865,5.145357446179056,2.670119003678195e-7,1.8156809225011727e-5,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]",Cleft_Gape_Dist,I150_HRD_Dist,-0.6092553920087646,0.024398621975988154,-5.098763779615862,3.4187887010261875e-7,2.2742377011174202e-5,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",DFG_ATP_Dist,D220_HRD_Dist,-0.3154180160640173,0.21075193166254783,-5.081011904299123,3.7542958786218605e-7,2.444286252889977e-5,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",I150_HRD_Dist,Y156_N99_Dist,0.4514163266605816,0.8371720322448538,-5.050200916155444,4.413456164975571e-7,2.8135783051719265e-5,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",I150_HRD_Dist,D220_HRD_Dist,-0.14479458315226185,-0.6466816004882181,5.0116322940681775,5.39702595281355e-7,3.3703876358386655e-5,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",D2_Dist,aCb4_aE_Dist,-0.1791792684270526,0.4303786084173229,-5.002497278275497,5.659238131450195e-7,3.46345373644752e-5,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",D1_Dist,K105_E107_Dist,-0.2968411134018733,0.3043116927011114,-4.984008679597198,6.228028381904949e-7,3.736817029142969e-5,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Mg_Hijack_Dist,DFG_ATP_Dist,-0.24958498839636487,0.26695734664490467,-4.968641224681056,6.742368656720288e-7,3.967624632608477e-5,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",Y156_N99_Dist,K105_E107_Dist,0.03971714553336833,-0.5863793257390154,4.957588121037309,7.137367259435479e-7,4.0929119209387466e-5,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",Spine_Bridge_Dist,V104_RS2_Dist,-0.18854376872439776,-0.6682459508809491,4.955275546999014,7.222785742833082e-7,4.0929119209387466e-5,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",K105_E107_Dist,D220_HRD_Dist,-0.05427998994354172,0.5737860427486007,-4.9270448056880385,8.348261648638555e-7,4.6446692081516325e-5,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Cleft_Gape_Dist,I150_HRD_Dist,-0.1683481444026319,-0.6002408193006963,4.921661785629552,8.581242030292202e-7,4.689035823695382e-5,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Spine_Bridge_Dist,K105_E107_Dist,0.6176827898972324,0.09117969823489737,4.9114158876742335,9.042107422807533e-7,4.854183984875623e-5,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]",SB_Dist,Shell_M118_M120_Dist,0.25264043849945333,-0.6370452361383044,4.902207226151458,9.476578997080765e-7,4.999712367425369e-5,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",D2_Dist,K105_E107_Dist,-0.23856434294053447,0.4292371149743992,-4.890343341661452,1.006602437847448e-6,5.220683830191849e-5,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",Y156_N99_Dist,K105_E107_Dist,0.02623419694306174,-0.5863793257390154,4.863586602460223,1.152775527701877e-6,5.799202456672877e-5,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",K105_E107_Dist,D220_HRD_Dist,-0.04511010355902399,0.5737860427486007,-4.863025381412129,1.1560501629315212e-6,5.799202456672877e-5,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",Cleft_Gape_Dist,Y156_N99_Dist,-0.5830379870127237,-0.062212342310301316,-4.859020236274949,1.1796807699582246e-6,5.8222954130196244e-5,****
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]",Cleft_Gape_Dist,Y156_N99_Dist,-0.5830379870127237,0.030030221914303868,-4.854685562350315,1.20577914963782e-6,5.856641583955126e-5,****
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Y156_N99_Dist,D220_HRD_Dist,0.02230939304058777,-0.5350523077500725,4.831051564830446,1.3581382127814123e-6,6.493598329861128e-5,****
"csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]",D1_Dist,K105_E121_Dist,0.5176947319471947,-0.39279384289159475,4.79009090241614,1.6670577389632513e-6,7.793870718747992e-5,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Cleft_Gape_Dist,D2_Dist,0.2822804365347893,0.6637801773285734,-4.788415768310298,1.681030939337802e-6,7.793870718747992e-5,****
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Cleft_Gape_Dist,D2_Dist,0.18503952817755384,0.6637801773285734,-4.775175732905517,1.795503921542263e-6,8.20036119390944e-5,****
"csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]",Cleft_Gape_Dist,D2_Dist,0.8245721271393642,0.18503952817755384,4.768066271986319,1.8600260327517049e-6,8.370117147382672e-5,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",HRD_ATP_Dist,aCb4_aE_Dist,-0.11992585018131087,0.36650254559906803,-4.746111984835923,2.073639359334578e-6,9.196139767483781e-5,****
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",D2_Dist,I150_HRD_Dist,-0.18139978682530541,-0.6583097240046905,4.728774423702501,2.2587917116734246e-6,9.874146625315256e-5,****
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",aCb4_aE_Dist,Y156_N99_Dist,0.021378845061104088,-0.44672859927511865,4.7188987695899,2.371247738386373e-6,1.0219743773890565e-4,***
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]",Y156_N99_Dist,D220_HRD_Dist,-0.06891722309912823,-0.6321529186808795,4.707567614617464,2.5069014151224422e-6,1.0534793873791511e-4,***
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",D2_Dist,K105_E121_Dist,0.21093221638766052,-0.4312386269311008,4.704759180325798,2.5416579054748922e-6,1.0534793873791511e-4,***
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",Y156_N99_Dist,K105_E107_Dist,0.003365158885289199,-0.5863793257390154,4.7042803394069255,2.5476298910476203e-6,1.0534793873791511e-4,***
"csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]",SB_Dist,Spine_Bridge_Dist,-0.6719670712145699,0.15380137438702857,-4.69833015407822,2.622971849053357e-6,1.0701725144137697e-4,***
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]",Spine_Bridge_Dist,Y156_N99_Dist,0.2626200379380417,-0.6028748815800878,4.684851793642334,2.801625813564357e-6,1.109323511555016e-4,***
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",I150_HRD_Dist,K105_E121_Dist,-0.06307239624875961,0.543131464027582,-4.678148082411683,2.894774670414435e-6,1.109323511555016e-4,***
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",D2_Dist,DFG_ATP_Dist,-0.20885424108954817,0.278538504514344,-4.682069161517686,2.839936245280228e-6,1.109323511555016e-4,***
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",I150_HRD_Dist,D220_HRD_Dist,-0.14479458315226185,-0.5672314717439207,4.6777645933037935,2.900192187071937e-6,1.109323511555016e-4,***
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Mg_Hijack_Dist,I150_HRD_Dist,0.10891280966093601,-0.4547686143573511,4.679236455382702,2.879452153159434e-6,1.109323511555016e-4,***
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Cleft_Gape_Dist,DFG_ATP_Dist,-0.06972562500784368,0.4846281863776916,-4.669972121680977,3.012406137870016e-6,1.1380200965286728e-4,***
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",SB_Dist,Shell_M118_M120_Dist,0.05708564583114555,-0.49290347051167355,4.6557926373571386,3.2273663770343575e-6,1.2043586724055042e-4,***
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",Spine_Bridge_Dist,V104_RS2_Dist,0.36941700882162126,-0.18854376872439776,4.648629297567469,3.3414813209731165e-6,1.231919619539486e-4,***
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Mg_Hijack_Dist,DFG_ATP_Dist,-0.3113917363127616,0.26695734664490467,-4.645144242859103,3.3983892706590524e-6,1.234426469922667e-4,***
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",D2_Dist,I150_HRD_Dist,-0.19197909781055553,-0.6583097240046905,4.643294978718226,3.428962416451853e-6,1.234426469922667e-4,***
"csk-wtcat-apo
src-wtcat-py159-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",Spine_Bridge_Dist,K105_E107_Dist,0.7002381770248838,0.20209410889492568,4.616235732067838,3.907630631294623e-6,1.3903895036932032e-4,***
"csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",Spine_Bridge_Dist,V104_RS2_Dist,0.6049795759881119,-0.18854376872439776,4.6089150129995575,4.047757365066573e-6,1.4236939697820358e-4,***
"csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]",V104_RS2_Dist,K105_E121_Dist,-0.493567862394834,0.3872423857295789,-4.601225827890124,4.200117496688804e-6,1.4604954022576978e-4,***
"csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",SB_Dist,Shell_M118_M120_Dist,-0.6370452361383044,0.13533890059550036,-4.5963469313069245,4.299625710579846e-6,1.4782982780195877e-4,***
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",Y156_N99_Dist,D220_HRD_Dist,-0.06891722309912823,-0.618614754017552,4.5527119481765785,5.2958762575272544e-6,1.786868589949618e-4,***
"csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",Cleft_Gape_Dist,D2_Dist,0.8245721271393642,0.2822804365347893,4.551997756146438,5.3138902511573605e-6,1.786868589949618e-4,***
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Shell_M118_M120_Dist,K105_E107_Dist,0.005835925662683663,0.45216323802008623,-4.527057593600517,5.981064333804298e-6,1.989354006678386e-4,***
"csk-wtcat-apo
src-wtcat-py159-holo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",D1_Dist,K105_E121_Dist,0.5176947319471947,-0.3419862559760034,4.505292599265058,6.628154838317357e-6,2.180876753252808e-4,***
"csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Cleft_Gape_Dist,Y156_N99_Dist,-0.062212342310301316,-0.4916905700199286,4.4745521968243676,7.657161998242401e-6,2.492650607938484e-4,***
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",SB_Dist,I150_HRD_Dist,0.0906076153077807,0.6242352369263312,-4.464450434568139,8.027452846670613e-6,2.578332401073635e-4,***
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Cleft_Gape_Dist,DFG_Mg_Dist,-0.15276652332925314,0.39551261605522314,-4.462817722709866,8.088885964152581e-6,2.578332401073635e-4,***
"csk-wtcat-apo
src-wtcat-apo
[CSK = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[CSK = Holo]",SB_Dist,D220_HRD_Dist,0.015902788833681392,-0.5540008157550151,4.457360003506931,8.297519082045568e-6,2.6175678753669523e-4,***
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",Cleft_Gape_Dist,Y156_N99_Dist,0.030030221914303868,-0.4916905700199286,4.43191163397231,9.340129760282423e-6,2.9164078639249194e-4,***
"csk-wtcat-holo
src-wtcat-holo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[CSK = Holo]",DFG_Mg_Dist,I150_HRD_Dist,0.20014141078562145,-0.3497254458685027,4.429447554620905,9.447478344304372e-6,2.920129670057715e-4,***
