Condition_1,Condition_2,Metric_1,Metric_2,R1,R2,Z_Score,p_value,p.adj,p.adj.signif
"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",Spine_Bridge_Dist,K105_E107_Dist,0.4265965522282372,-0.24747743883428988,5.692149206798585,1.2545015026788064e-8,3.50005919247387e-5,****
"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",Cleft_Gape_Dist,SB_Dist,-0.542305704473731,0.1815801975749271,-5.508903424265598,3.610759247152373e-8,5.0370091497775604e-5,****
"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",Shell_M118_M120_Dist,K105_E107_Dist,-0.194870268959382,0.3838995856079846,-4.837004332592514,1.318105561365357e-6,0.001225838172069782,**
"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",K105_E107_Dist,K105_E121_Dist,0.604093237041155,-0.22059711253924993,4.774606129469699,1.8005930821907157e-6,0.0012559136748280242,**
"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",Spine_Bridge_Dist,K105_E107_Dist,0.37125111206905226,-0.24747743883428988,4.4751724700393964,7.634965649039316e-6,0.004260310832163938,**
"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",K105_E107_Dist,K105_E121_Dist,0.3068401723075815,-0.22059711253924993,4.3494395963566745,1.3648587072978557e-5,0.005579896473610624,**
"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",Shell_M118_M120_Dist,K105_E107_Dist,0.3838995856079846,-0.055548311962572726,4.326365382950986,1.5158989063568384e-5,0.005579896473610624,**
"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",K105_E107_Dist,K105_E121_Dist,-0.22059711253924993,0.23046471217575343,-4.3144551208783435,1.599970315013799e-5,0.005579896473610624,**
"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",Cleft_Gape_Dist,SB_Dist,-0.0078033765614510175,-0.542305704473731,4.175818666656072,2.9691627735806136e-5,0.009204404598099902,**
"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",Shell_M118_M120_Dist,K105_E107_Dist,-0.3649023962831364,0.3838995856079846,-4.068139018445857,4.7390106444833435e-5,0.013221839698108528,*
"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",Cleft_Gape_Dist,SB_Dist,0.2093148143348019,-0.542305704473731,3.973810501523942,7.073184521155795e-5,0.014995297853640732,*
"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",K105_E107_Dist,K105_E121_Dist,0.604093237041155,-0.11631460811211868,3.9570414381726042,7.588377109390976e-5,0.014995297853640732,*
"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",Spine_Bridge_Dist,K105_E107_Dist,0.4265965522282372,-0.03558807231499257,3.9476655632058275,7.891694110129244e-5,0.014995297853640732,*
"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",Cleft_Gape_Dist,SB_Dist,-0.542305704473731,-0.09575903415361328,-3.9876967640738066,6.671786424328197e-5,0.014995297853640732,*
"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",Cleft_Gape_Dist,D2_Dist,0.6492824802171064,0.26221350939288596,3.9425498659640734,8.061988093355232e-5,0.014995297853640732,*
"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",Shell_M118_M120_Dist,K105_E107_Dist,0.3838995856079846,-0.07539672163014884,3.85794804648643,1.1434294452539184e-4,0.019938550951615203,*
"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",D1_Dist,D2_Dist,0.26253659992466466,0.6307273104928836,-3.8067416298741836,1.4080971472063553e-4,0.02310935906297489,*
"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",K105_E107_Dist,K105_N99_Dist,-0.04425161908853009,0.34188252436049066,-3.7649000313817593,1.666157282866898e-4,0.02446620431157182,*
"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",Mg_Hijack_Dist,DFG_ATP_Dist,-0.36428076269737997,0.15876207598957964,-3.774101036492485,1.605856734079314e-4,0.02446620431157182,*
"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",Cleft_Gape_Dist,SB_Dist,-0.14002726615442934,-0.542305704473731,3.7478526138121744,1.7835500100016333e-4,0.024880522639522784,*
"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",K105_E107_Dist,K105_E121_Dist,-0.056329104745679544,0.604093237041155,-3.664025338571489,2.482822072120694e-4,0.03298606467246065,*
"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",Spine_Bridge_Dist,K105_N99_Dist,0.4587848408319468,-0.026787727687969932,3.639245631657791,2.734378858142428e-4,0.03370650861276013,*
"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",K105_E107_Dist,D220_HRD_Dist,0.3059269355811662,-0.13554512685703943,3.6351051525148432,2.778672753023237e-4,0.03370650861276013,*
